player_id,player_name,canonical_pos,is_forward,matches,starts,teams,seasons
109668,Gareth Anscombe,Fly-half,False,5,3,Wales,"2022,2025"
110028,Virimi Vakatawa,Centre,False,3,3,France,2021
110196,Andrea Lovotti,Prop,True,4,2,Italy,2021
110982,Henry Thomas,Prop,True,3,2,Wales,2025
111030,Rhodri Jones,,False,3,0,Wales,2021
111072,Elliot Daly,Back-three,False,21,14,England,"2021,2022,2024,2025,2026"
111144,David Sisi,Second-row,True,7,4,Italy,"2021,2022"
111162,Cory Hill,Second-row,True,3,1,Wales,2021
111306,Dan Robson,,False,5,0,England,2021
111438,Joe Launchbury,,False,1,0,England,2022
111564,WillGriff John,Prop,True,3,3,Wales,2025
111618,Billy Vunipola,Back-row,True,5,5,England,2021
111624,Owen Williams,Fly-half,False,4,2,Wales,2023
111690,Liam Williams,Back-three,False,12,12,Wales,"2021,2022,2023,2025"
111744,Stuart Hogg,Back-three,False,14,14,Scotland,"2021,2022,2023"
111762,Mark Bennett,,False,2,0,Scotland,2022
111852,Hamish Watson,Back-row,True,12,11,Scotland,"2021,2022,2023"
111864,Dave Cherry,Hooker,True,7,6,Scotland,"2025,2026"
111864,David Cherry,Hooker,True,5,1,Scotland,2021
112068,Finlay Bealham,Prop,True,20,8,Ireland,"2022,2023,2024,2025,2026"
112074,Iain Henderson,Second-row,True,15,7,Ireland,"2021,2022,2023,2024,2025"
112206,Luca Morisi,Centre,False,5,3,Italy,2023
112212,Guglielmo Palazzani,,False,3,0,Italy,2021
112224,Marco Fuser,Second-row,True,2,1,Italy,2022
112374,Tadhg Furlong,Prop,True,21,17,Ireland,"2021,2022,2023,2024,2025,2026"
112584,Edoardo Padovani,Back-three,False,11,9,Italy,"2021,2022,2023"
114510,Anthony Watson,Back-three,False,9,8,England,"2021,2023"
114528,Jack Nowell,Back-three,False,5,4,England,2022
114534,Henry Slade,Centre,False,21,21,England,"2021,2022,2023,2024,2025"
114804,Bundee Aki,Centre,False,20,15,Ireland,"2021,2022,2023,2024,2025,2026"
115062,Johnny McNicholl,Back-three,False,2,2,Wales,2022
115302,Scott Steele,Scrum-half,False,5,1,Scotland,2021
115452,Luke Cowan-Dickie,Hooker,True,18,11,England,"2021,2022,2025,2026"
116268,Ben Spencer,Scrum-half,False,5,2,England,"2024,2026"
116400,Rhodri Williams,,False,5,0,Wales,2025
116418,Jonathan Danty,Centre,False,9,9,France,"2022,2023,2024"
116478,Alex Cuthbert,Back-three,False,5,3,Wales,"2022,2023"
116490,Rhys Patchell,,False,1,0,Wales,2023
116532,Kyle Sinckler,Prop,True,14,12,England,"2021,2022,2023"
116688,Ellis Jenkins,Back-row,True,1,1,Wales,2022
116790,Hallam Amos,Back-three,False,1,1,Wales,2021
117834,Tommaso Allan,Back-three,False,15,9,Italy,"2021,2023,2024,2025,2026"
117852,Jonny Gray,Second-row,True,15,12,Scotland,"2021,2022,2023,2025"
117864,George Turner,Hooker,True,25,20,Scotland,"2021,2022,2023,2024,2026"
117870,Jamie Bhatti,,False,7,0,Scotland,"2021,2023,2025"
117894,Finn Russell,Fly-half,False,28,27,Scotland,"2021,2022,2023,2024,2025,2026"
117936,Jack Conan,Back-row,True,27,11,Ireland,"2021,2022,2023,2024,2025,2026"
117954,Tadhg Beirne,Second-row,True,26,25,Ireland,"2021,2022,2023,2024,2025,2026"
117978,Alec Hepburn,,False,4,0,Scotland,2024
118062,Pietro Ceccarelli,Prop,True,8,6,Italy,"2022,2023,2024"
118098,Billy Burns,Fly-half,False,4,1,Ireland,2021
118122,Bastien Chalureau,,False,1,0,France,2023
118416,Paul Willemse,Second-row,True,14,14,France,"2021,2022,2023,2024"
118518,Josh van der Flier,Back-row,True,27,25,Ireland,"2021,2022,2023,2024,2025,2026"
118536,Jack Carty,,False,1,0,Ireland,2022
118614,Juan Ignacio Brex,Centre,False,28,28,Italy,"2021,2022,2023,2024,2025,2026"
119028,Gary Graham,,False,2,0,Scotland,2021
119118,Gareth Thomas,Prop,True,18,10,Wales,"2022,2023,2024,2025"
119154,Gael Fickou,Centre,False,21,21,France,"2021,2022,2023,2024,2025"
119196,Marcello Violi,,False,2,0,Italy,2021
119208,Allan Dell,,False,2,0,Scotland,2022
119262,Oli Kebble,,False,4,0,Scotland,"2021,2022"
119316,Braam Steyn,Back-row,True,4,1,Italy,2022
119892,Ali Price,Scrum-half,False,14,9,Scotland,"2021,2022,2023,2024"
120084,Ross Moriarty,Back-row,True,5,2,Wales,2022
120162,Nick Tompkins,Centre,False,15,11,Wales,"2021,2022,2023,2024,2025"
120468,James Lowe,Back-three,False,23,23,Ireland,"2021,2022,2023,2024,2025,2026"
120504,Jamison Gibson-Park,Scrum-half,False,27,22,Ireland,"2021,2022,2023,2024,2025,2026"
120702,Robbie Henshaw,Centre,False,21,16,Ireland,"2021,2022,2023,2024,2025"
120942,Jake Ball,,False,1,0,Wales,2021
121614,Teddy Thomas,Back-three,False,5,3,France,2021
121830,Baptiste Serin,,False,10,0,France,"2021,2026"
