snapshot_date,team,team_abbr,wr_pos,wr_pts,prev_pos,prev_pts
2021-02-06,Bermuda,BER,68,38.91146457164229,68,38.91146457164229
2021-02-06,Nigeria,NGR,69,38.371356953172324,69,38.371356953172324
2021-02-06,Slovenia,SLO,70,37.564312853056215,70,37.564312853056215
2021-02-06,Denmark,DEN,71,37.3556206514709,71,37.3556206514709
2021-02-06,Andorra,AND,72,36.97402361191961,72,36.97402361191961
2021-02-06,Bulgaria,BUL,73,36.54362372064614,73,36.54362372064614
2021-02-06,Guam,GUM,74,36.37834645978975,74,36.37834645978975
2021-02-06,Peru,PER,75,36.34962670617964,75,36.34962670617964
2021-02-06,Thailand,THA,76,36.276843055385406,76,36.276843055385406
2021-02-06,Botswana,BOT,77,36.21395294232694,77,36.21395294232694
2021-02-06,Venezuela,VEN,78,35.872916157258715,78,35.872916157258715
2021-02-06,St Vincent and the Grenadines,VIN,79,34.91461494604602,79,34.91461494604602
2021-02-06,China,CHN,80,34.91418975961267,80,34.91418975961267
2021-02-06,Barbados,BAR,81,34.724777640377326,81,34.724777640377326
2021-02-06,Bosnia & Herzegovina,BIH,82,33.78127092277392,82,33.78127092277392
2021-02-06,Papua New Guinea,PNG,83,33.68373495485308,83,33.68373495485308
2021-02-06,India,IND,84,33.397966597211294,84,33.397966597211294
2021-02-06,Austria,AUT,85,33.03452066325166,85,33.03452066325166
2021-02-06,Finland,FIN,86,33.01361820246195,86,33.01361820246195
2021-02-06,Ghana,GHA,87,32.52018865379307,87,32.52018865379307
2021-02-06,Serbia,SRB,88,32.34573627096671,88,32.34573627096671
2021-02-06,Uzbekistan,UZB,89,31.329367523516588,89,31.329367523516588
2021-02-06,Mauritius,MRI,90,30.5580989461403,90,30.5580989461403
2021-02-06,Pakistan,PAK,91,29.990459653924564,91,29.990459653924564
2021-02-06,Rwanda,RWA,92,29.783758194069794,92,29.783758194069794
2021-02-06,Costa Rica,CRC,93,29.355816477561113,93,29.355816477561113
2021-02-06,Niue Island,NIU,94,28.62618599821591,94,28.62618599821591
2021-02-06,Norway,NOR,95,28.266969578643693,95,28.266969578643693
2021-02-06,Tahiti,PYF,96,27.78896054026218,96,27.78896054026218
2021-02-06,Bahamas,BAH,97,27.75692421788799,97,27.75692421788799
2021-02-06,Eswatini,SWZ,98,26.041034781746408,98,26.041034781746408
2021-02-06,Solomon Islands,SOL,99,23.808434464606137,99,23.808434464606137
2021-02-06,Indonesia,INA,100,21.94819879866199,100,21.94819879866199
2021-02-06,Cameroon,CMR,101,20.326571024664354,101,20.326571024664354
2021-02-06,Monaco,MON,102,17.171558073802643,102,17.171558073802643
2021-02-06,Greece,GRE,103,16.5464517270594,103,16.5464517270594
2021-02-06,Vanuatu,VAN,104,15.453693567713898,104,15.453693567713898
2021-02-06,American Samoa,ASA,105,13.532106726695798,105,13.532106726695798
2021-02-07,South Africa,RSA,1,94.19552411380744,1,94.19552411380744
2021-02-07,England,ENG,2,89.4870925203653,2,89.4870925203653
2021-02-07,New Zealand,NZL,3,88.95117451813175,3,88.95117451813175
2021-02-07,France,FRA,4,85.30402572376639,4,85.30402572376639
2021-02-07,Ireland,IRE,5,84.65066173701928,5,84.65066173701928
2021-02-07,Australia,AUS,6,83.07919186732138,6,83.07919186732138
2021-02-07,Scotland,SCO,7,80.81608009108159,7,80.81608009108159
2021-02-07,Argentina,ARG,8,80.30508585222823,8,80.30508585222823
2021-02-07,Wales,WAL,9,79.36356687892018,9,79.36356687892018
2021-02-07,Japan,JPN,10,79.28814880867652,10,79.28814880867652
2021-02-07,Fiji,FIJ,11,76.87034419907285,11,76.87034419907285
2021-02-07,Georgia,GEO,12,72.18129397008919,12,72.18129397008919
2021-02-07,Tonga,TGA,13,71.43809651184523,13,71.43809651184523
2021-02-07,Italy,ITA,14,70.88456620118458,14,70.88456620118458
2021-02-07,Samoa,SAM,15,70.71915268111617,15,70.71915268111617
2021-02-07,USA,USA,16,68.09613293058611,16,68.09613293058611
2021-02-07,Spain,ESP,17,67.51223078565857,17,67.51223078565857
2021-02-07,Uruguay,URU,18,67.01548005191843,18,67.01548005191843
2021-02-07,Romania,ROU,19,65.32507432033003,19,65.32507432033003
2021-02-07,Portugal,POR,20,62.44490611696459,20,62.44490611696459
2021-02-07,Russia,RUS,21,62.11656323013591,21,62.11656323013591
2021-02-07,Hong Kong China,HKG,22,61.23134129802591,22,61.23134129802591
2021-02-07,Canada,CAN,23,61.10700748275581,23,61.10700748275581
2021-02-07,Namibia,NAM,24,61.03848307224272,24,61.03848307224272
2021-02-07,Netherlands,NED,25,60.09217350994533,25,60.09217350994533
2021-02-07,Brazil,BRA,26,57.706327336833446,26,57.706327336833446
2021-02-07,Belgium,BEL,27,57.167680409877555,27,57.167680409877555
2021-02-07,Switzerland,SUI,28,54.12384004366224,28,54.12384004366224
2021-02-07,Chile,CHI,29,53.811682538727766,29,53.811682538727766
2021-02-07,Germany,GER,30,53.13359279809373,30,53.13359279809373
2021-02-07,Korea,KOR,31,53.1080675204941,31,53.1080675204941
2021-02-07,Kenya,KEN,32,52.55264099431328,32,52.55264099431328
2021-02-07,Colombia,COL,33,51.86912538393289,33,51.86912538393289
2021-02-07,Poland,POL,34,51.12777644384646,34,51.12777644384646
2021-02-07,Zimbabwe,ZIM,35,50.707025465062756,35,50.707025465062756
2021-02-07,Ukraine,UKR,36,50.34669616278553,36,50.34669616278553
2021-02-07,Czechia,CZE,37,50.03351742852971,37,50.03351742852971
2021-02-07,Malta,MLT,38,49.12601925819086,38,49.12601925819086
2021-02-07,Tunisia,TUN,39,48.54903005522828,39,48.54903005522828
2021-02-07,Uganda,UGA,40,47.85395343779786,40,47.85395343779786
2021-02-07,Philippines,PHI,41,47.79565441444189,41,47.79565441444189
2021-02-07,Cote D'Ivoire,CIV,42,47.624937474740136,42,47.624937474740136
2021-02-07,Mexico,MEX,43,47.21997381579543,43,47.21997381579543
2021-02-07,Lithuania,LTU,44,47.15551968995885,44,47.15551968995885
2021-02-07,Croatia,CRO,45,46.92127445643195,45,46.92127445643195
2021-02-07,Paraguay,PAR,46,46.87132059625185,46,46.87132059625185
2021-02-07,Sri Lanka,SRI,47,46.725970816327404,47,46.725970816327404
2021-02-07,Morocco,MAR,48,46.33345200516988,48,46.33345200516988
2021-02-07,Malaysia,MAS,49,46.118857395265,49,46.118857395265
2021-02-07,Trinidad & Tobago,TTO,50,45.50985632221536,50,45.50985632221536
2021-02-07,Madagascar,MAD,51,45.14458274680537,51,45.14458274680537
2021-02-07,Cook Islands,COK,52,45.106883747652994,52,45.106883747652994
2021-02-07,Sweden,SWE,53,45.035356735503896,53,45.035356735503896
2021-02-07,Senegal,SEN,54,44.88653362791059,54,44.88653362791059
2021-02-07,Singapore,SGP,55,44.04501371881927,55,44.04501371881927
2021-02-07,Luxembourg,LUX,56,43.40626653048912,56,43.40626653048912
2021-02-07,Cayman Islands,CAY,57,42.97032897099948,57,42.97032897099948
2021-02-07,Guyana,GUY,58,42.86223208850565,58,42.86223208850565
2021-02-07,Moldova,MDA,59,42.13647089765134,59,42.13647089765134
2021-02-07,Israel,ISR,60,41.67564832620073,60,41.67564832620073
2021-02-07,United Arab Emirates,UAE,61,41.23229167448233,61,41.23229167448233
2021-02-07,Kazakhstan,KAZ,62,40.86370015813171,62,40.86370015813171
2021-02-07,Latvia,LAT,63,40.845961281781264,63,40.845961281781264
2021-02-07,Hungary,HUN,64,40.677120605612686,64,40.677120605612686
2021-02-07,Chinese Taipei,TPE,65,39.229748477122634,65,39.229748477122634
2021-02-07,Zambia,ZAM,66,39.04228039365382,66,39.04228039365382
2021-02-07,Jamaica,JAM,67,39.00289216517771,67,39.00289216517771
2021-02-07,Bermuda,BER,68,38.91146457164229,68,38.91146457164229
2021-02-07,Nigeria,NGR,69,38.371356953172324,69,38.371356953172324
2021-02-07,Slovenia,SLO,70,37.564312853056215,70,37.564312853056215
2021-02-07,Denmark,DEN,71,37.3556206514709,71,37.3556206514709
2021-02-07,Andorra,AND,72,36.97402361191961,72,36.97402361191961
2021-02-07,Bulgaria,BUL,73,36.54362372064614,73,36.54362372064614
2021-02-07,Guam,GUM,74,36.37834645978975,74,36.37834645978975
2021-02-07,Peru,PER,75,36.34962670617964,75,36.34962670617964
2021-02-07,Thailand,THA,76,36.276843055385406,76,36.276843055385406
2021-02-07,Botswana,BOT,77,36.21395294232694,77,36.21395294232694
2021-02-07,Venezuela,VEN,78,35.872916157258715,78,35.872916157258715
2021-02-07,St Vincent and the Grenadines,VIN,79,34.91461494604602,79,34.91461494604602
2021-02-07,China,CHN,80,34.91418975961267,80,34.91418975961267
2021-02-07,Barbados,BAR,81,34.724777640377326,81,34.724777640377326
2021-02-07,Bosnia & Herzegovina,BIH,82,33.78127092277392,82,33.78127092277392
2021-02-07,Papua New Guinea,PNG,83,33.68373495485308,83,33.68373495485308
2021-02-07,India,IND,84,33.397966597211294,84,33.397966597211294
2021-02-07,Austria,AUT,85,33.03452066325166,85,33.03452066325166
2021-02-07,Finland,FIN,86,33.01361820246195,86,33.01361820246195
2021-02-07,Ghana,GHA,87,32.52018865379307,87,32.52018865379307
2021-02-07,Serbia,SRB,88,32.34573627096671,88,32.34573627096671
2021-02-07,Uzbekistan,UZB,89,31.329367523516588,89,31.329367523516588
2021-02-07,Mauritius,MRI,90,30.5580989461403,90,30.5580989461403
2021-02-07,Pakistan,PAK,91,29.990459653924564,91,29.990459653924564
2021-02-07,Rwanda,RWA,92,29.783758194069794,92,29.783758194069794
2021-02-07,Costa Rica,CRC,93,29.355816477561113,93,29.355816477561113
2021-02-07,Niue Island,NIU,94,28.62618599821591,94,28.62618599821591
2021-02-07,Norway,NOR,95,28.266969578643693,95,28.266969578643693
2021-02-07,Tahiti,PYF,96,27.78896054026218,96,27.78896054026218
2021-02-07,Bahamas,BAH,97,27.75692421788799,97,27.75692421788799
2021-02-07,Eswatini,SWZ,98,26.041034781746408,98,26.041034781746408
2021-02-07,Solomon Islands,SOL,99,23.808434464606137,99,23.808434464606137
2021-02-07,Indonesia,INA,100,21.94819879866199,100,21.94819879866199
2021-02-07,Cameroon,CMR,101,20.326571024664354,101,20.326571024664354
2021-02-07,Monaco,MON,102,17.171558073802643,102,17.171558073802643
2021-02-07,Greece,GRE,103,16.5464517270594,103,16.5464517270594
2021-02-07,Vanuatu,VAN,104,15.453693567713898,104,15.453693567713898
2021-02-07,American Samoa,ASA,105,13.532106726695798,105,13.532106726695798
2021-02-13,South Africa,RSA,1,94.19552411380744,1,94.19552411380744
2021-02-13,New Zealand,NZL,2,88.95117451813175,3,88.95117451813175
2021-02-13,England,ENG,3,87.4870925203653,2,89.4870925203653
2021-02-13,France,FRA,4,85.30402572376639,4,85.30402572376639
2021-02-13,Ireland,IRE,5,83.42195225120938,5,84.65066173701928
2021-02-13,Australia,AUS,6,83.07919186732138,6,83.07919186732138
2021-02-13,Scotland,SCO,7,82.81608009108159,7,80.81608009108159
2021-02-13,Wales,WAL,8,80.5922763647301,9,79.36356687892018
2021-02-13,Argentina,ARG,9,80.30508585222823,8,80.30508585222823
2021-02-13,Japan,JPN,10,79.28814880867652,10,79.28814880867652
2021-02-13,Fiji,FIJ,11,76.87034419907285,11,76.87034419907285
2021-02-13,Georgia,GEO,12,72.18129397008919,12,72.18129397008919
2021-02-13,Tonga,TGA,13,71.43809651184523,13,71.43809651184523
2021-02-13,Italy,ITA,14,70.88456620118458,14,70.88456620118458
2021-02-13,Samoa,SAM,15,70.71915268111617,15,70.71915268111617
2021-02-13,USA,USA,16,68.09613293058611,16,68.09613293058611
2021-02-13,Spain,ESP,17,67.70549831878917,17,67.51223078565857
2021-02-13,Uruguay,URU,18,67.01548005191843,18,67.01548005191843
2021-02-13,Romania,ROU,19,65.32507432033003,19,65.32507432033003
2021-02-13,Portugal,POR,20,62.25163858383399,20,62.44490611696459
2021-02-13,Russia,RUS,21,62.11656323013591,21,62.11656323013591
2021-02-13,Hong Kong China,HKG,22,61.23134129802591,22,61.23134129802591
2021-02-13,Canada,CAN,23,61.10700748275581,23,61.10700748275581
2021-02-13,Namibia,NAM,24,61.03848307224272,24,61.03848307224272
2021-02-13,Netherlands,NED,25,60.09217350994533,25,60.09217350994533
2021-02-13,Brazil,BRA,26,57.706327336833446,26,57.706327336833446
2021-02-13,Belgium,BEL,27,57.167680409877555,27,57.167680409877555
2021-02-13,Switzerland,SUI,28,54.12384004366224,28,54.12384004366224
2021-02-13,Chile,CHI,29,53.811682538727766,29,53.811682538727766
2021-02-13,Germany,GER,30,53.13359279809373,30,53.13359279809373
2021-02-13,Korea,KOR,31,53.1080675204941,31,53.1080675204941
2021-02-13,Kenya,KEN,32,52.55264099431328,32,52.55264099431328
2021-02-13,Colombia,COL,33,51.86912538393289,33,51.86912538393289
2021-02-13,Poland,POL,34,51.12777644384646,34,51.12777644384646
2021-02-13,Zimbabwe,ZIM,35,50.707025465062756,35,50.707025465062756
2021-02-13,Ukraine,UKR,36,50.34669616278553,36,50.34669616278553
2021-02-13,Czechia,CZE,37,50.03351742852971,37,50.03351742852971
2021-02-13,Malta,MLT,38,49.12601925819086,38,49.12601925819086
2021-02-13,Tunisia,TUN,39,48.54903005522828,39,48.54903005522828
2021-02-13,Uganda,UGA,40,47.85395343779786,40,47.85395343779786
2021-02-13,Philippines,PHI,41,47.79565441444189,41,47.79565441444189
2021-02-13,Cote D'Ivoire,CIV,42,47.624937474740136,42,47.624937474740136
2021-02-13,Mexico,MEX,43,47.21997381579543,43,47.21997381579543
2021-02-13,Lithuania,LTU,44,47.15551968995885,44,47.15551968995885
2021-02-13,Croatia,CRO,45,46.92127445643195,45,46.92127445643195
2021-02-13,Paraguay,PAR,46,46.87132059625185,46,46.87132059625185
2021-02-13,Sri Lanka,SRI,47,46.725970816327404,47,46.725970816327404
2021-02-13,Morocco,MAR,48,46.33345200516988,48,46.33345200516988
2021-02-13,Malaysia,MAS,49,46.118857395265,49,46.118857395265
2021-02-13,Trinidad & Tobago,TTO,50,45.50985632221536,50,45.50985632221536
2021-02-13,Madagascar,MAD,51,45.14458274680537,51,45.14458274680537
2021-02-13,Cook Islands,COK,52,45.106883747652994,52,45.106883747652994
2021-02-13,Sweden,SWE,53,45.035356735503896,53,45.035356735503896
2021-02-13,Senegal,SEN,54,44.88653362791059,54,44.88653362791059
2021-02-13,Singapore,SGP,55,44.04501371881927,55,44.04501371881927
2021-02-13,Luxembourg,LUX,56,43.40626653048912,56,43.40626653048912
2021-02-13,Cayman Islands,CAY,57,42.97032897099948,57,42.97032897099948
2021-02-13,Guyana,GUY,58,42.86223208850565,58,42.86223208850565
2021-02-13,Moldova,MDA,59,42.13647089765134,59,42.13647089765134
2021-02-13,Israel,ISR,60,41.67564832620073,60,41.67564832620073
2021-02-13,United Arab Emirates,UAE,61,41.23229167448233,61,41.23229167448233
2021-02-13,Kazakhstan,KAZ,62,40.86370015813171,62,40.86370015813171
2021-02-13,Latvia,LAT,63,40.845961281781264,63,40.845961281781264
2021-02-13,Hungary,HUN,64,40.677120605612686,64,40.677120605612686
2021-02-13,Chinese Taipei,TPE,65,39.229748477122634,65,39.229748477122634
2021-02-13,Zambia,ZAM,66,39.04228039365382,66,39.04228039365382
2021-02-13,Jamaica,JAM,67,39.00289216517771,67,39.00289216517771
2021-02-13,Bermuda,BER,68,38.91146457164229,68,38.91146457164229
2021-02-13,Nigeria,NGR,69,38.371356953172324,69,38.371356953172324
2021-02-13,Slovenia,SLO,70,37.564312853056215,70,37.564312853056215
2021-02-13,Denmark,DEN,71,37.3556206514709,71,37.3556206514709
2021-02-13,Andorra,AND,72,36.97402361191961,72,36.97402361191961
2021-02-13,Bulgaria,BUL,73,36.54362372064614,73,36.54362372064614
2021-02-13,Guam,GUM,74,36.37834645978975,74,36.37834645978975
2021-02-13,Peru,PER,75,36.34962670617964,75,36.34962670617964
2021-02-13,Thailand,THA,76,36.276843055385406,76,36.276843055385406
2021-02-13,Botswana,BOT,77,36.21395294232694,77,36.21395294232694
2021-02-13,Venezuela,VEN,78,35.872916157258715,78,35.872916157258715
2021-02-13,St Vincent and the Grenadines,VIN,79,34.91461494604602,79,34.91461494604602
2021-02-13,China,CHN,80,34.91418975961267,80,34.91418975961267
2021-02-13,Barbados,BAR,81,34.724777640377326,81,34.724777640377326
2021-02-13,Bosnia & Herzegovina,BIH,82,33.78127092277392,82,33.78127092277392
2021-02-13,Papua New Guinea,PNG,83,33.68373495485308,83,33.68373495485308
2021-02-13,India,IND,84,33.397966597211294,84,33.397966597211294
2021-02-13,Austria,AUT,85,33.03452066325166,85,33.03452066325166
2021-02-13,Finland,FIN,86,33.01361820246195,86,33.01361820246195
2021-02-13,Ghana,GHA,87,32.52018865379307,87,32.52018865379307
2021-02-13,Serbia,SRB,88,32.34573627096671,88,32.34573627096671
2021-02-13,Uzbekistan,UZB,89,31.329367523516588,89,31.329367523516588
2021-02-13,Mauritius,MRI,90,30.5580989461403,90,30.5580989461403
2021-02-13,Pakistan,PAK,91,29.990459653924564,91,29.990459653924564
2021-02-13,Rwanda,RWA,92,29.783758194069794,92,29.783758194069794
2021-02-13,Costa Rica,CRC,93,29.355816477561113,93,29.355816477561113
2021-02-13,Niue Island,NIU,94,28.62618599821591,94,28.62618599821591
2021-02-13,Norway,NOR,95,28.266969578643693,95,28.266969578643693
2021-02-13,Tahiti,PYF,96,27.78896054026218,96,27.78896054026218
2021-02-13,Bahamas,BAH,97,27.75692421788799,97,27.75692421788799
2021-02-13,Eswatini,SWZ,98,26.041034781746408,98,26.041034781746408
2021-02-13,Solomon Islands,SOL,99,23.808434464606137,99,23.808434464606137
2021-02-13,Indonesia,INA,100,21.94819879866199,100,21.94819879866199
2021-02-13,Cameroon,CMR,101,20.326571024664354,101,20.326571024664354
2021-02-13,Monaco,MON,102,17.171558073802643,102,17.171558073802643
2021-02-13,Greece,GRE,103,16.5464517270594,103,16.5464517270594
2021-02-13,Vanuatu,VAN,104,15.453693567713898,104,15.453693567713898
2021-02-13,American Samoa,ASA,105,13.532106726695798,105,13.532106726695798
2021-02-14,South Africa,RSA,1,94.19552411380744,1,94.19552411380744
2021-02-14,New Zealand,NZL,2,88.95117451813175,3,88.95117451813175
2021-02-14,England,ENG,3,87.4870925203653,2,89.4870925203653
2021-02-14,France,FRA,4,85.30402572376639,4,85.30402572376639
2021-02-14,Ireland,IRE,5,83.42195225120938,5,84.65066173701928
2021-02-14,Australia,AUS,6,83.07919186732138,6,83.07919186732138
2021-02-14,Scotland,SCO,7,82.81608009108159,7,80.81608009108159
2021-02-14,Wales,WAL,8,80.5922763647301,9,79.36356687892018
2021-02-14,Argentina,ARG,9,80.30508585222823,8,80.30508585222823
2021-02-14,Japan,JPN,10,79.28814880867652,10,79.28814880867652
2021-02-14,Fiji,FIJ,11,76.87034419907285,11,76.87034419907285
2021-02-14,Georgia,GEO,12,72.18129397008919,12,72.18129397008919
2021-02-14,Tonga,TGA,13,71.43809651184523,13,71.43809651184523
2021-02-14,Italy,ITA,14,70.88456620118458,14,70.88456620118458
2021-02-14,Samoa,SAM,15,70.71915268111617,15,70.71915268111617
2021-02-14,USA,USA,16,68.09613293058611,16,68.09613293058611
2021-02-14,Spain,ESP,17,67.70549831878917,17,67.51223078565857
2021-02-14,Uruguay,URU,18,67.01548005191843,18,67.01548005191843
2021-02-14,Romania,ROU,19,65.32507432033003,19,65.32507432033003
2021-02-14,Portugal,POR,20,62.25163858383399,20,62.44490611696459
2021-02-14,Russia,RUS,21,62.11656323013591,21,62.11656323013591
2021-02-14,Hong Kong China,HKG,22,61.23134129802591,22,61.23134129802591
2021-02-14,Canada,CAN,23,61.10700748275581,23,61.10700748275581
2021-02-14,Namibia,NAM,24,61.03848307224272,24,61.03848307224272
2021-02-14,Netherlands,NED,25,60.09217350994533,25,60.09217350994533
2021-02-14,Brazil,BRA,26,57.706327336833446,26,57.706327336833446
2021-02-14,Belgium,BEL,27,57.167680409877555,27,57.167680409877555
2021-02-14,Switzerland,SUI,28,54.12384004366224,28,54.12384004366224
2021-02-14,Chile,CHI,29,53.811682538727766,29,53.811682538727766
2021-02-14,Germany,GER,30,53.13359279809373,30,53.13359279809373
2021-02-14,Korea,KOR,31,53.1080675204941,31,53.1080675204941
2021-02-14,Kenya,KEN,32,52.55264099431328,32,52.55264099431328
2021-02-14,Colombia,COL,33,51.86912538393289,33,51.86912538393289
2021-02-14,Poland,POL,34,51.12777644384646,34,51.12777644384646
2021-02-14,Zimbabwe,ZIM,35,50.707025465062756,35,50.707025465062756
2021-02-14,Ukraine,UKR,36,50.34669616278553,36,50.34669616278553
2021-02-14,Czechia,CZE,37,50.03351742852971,37,50.03351742852971
2021-02-14,Malta,MLT,38,49.12601925819086,38,49.12601925819086
2021-02-14,Tunisia,TUN,39,48.54903005522828,39,48.54903005522828
2021-02-14,Uganda,UGA,40,47.85395343779786,40,47.85395343779786
2021-02-14,Philippines,PHI,41,47.79565441444189,41,47.79565441444189
2021-02-14,Cote D'Ivoire,CIV,42,47.624937474740136,42,47.624937474740136
2021-02-14,Mexico,MEX,43,47.21997381579543,43,47.21997381579543
2021-02-14,Lithuania,LTU,44,47.15551968995885,44,47.15551968995885
2021-02-14,Croatia,CRO,45,46.92127445643195,45,46.92127445643195
2021-02-14,Paraguay,PAR,46,46.87132059625185,46,46.87132059625185
2021-02-14,Sri Lanka,SRI,47,46.725970816327404,47,46.725970816327404
2021-02-14,Morocco,MAR,48,46.33345200516988,48,46.33345200516988
2021-02-14,Malaysia,MAS,49,46.118857395265,49,46.118857395265
2021-02-14,Trinidad & Tobago,TTO,50,45.50985632221536,50,45.50985632221536
2021-02-14,Madagascar,MAD,51,45.14458274680537,51,45.14458274680537
2021-02-14,Cook Islands,COK,52,45.106883747652994,52,45.106883747652994
2021-02-14,Sweden,SWE,53,45.035356735503896,53,45.035356735503896
2021-02-14,Senegal,SEN,54,44.88653362791059,54,44.88653362791059
2021-02-14,Singapore,SGP,55,44.04501371881927,55,44.04501371881927
2021-02-14,Luxembourg,LUX,56,43.40626653048912,56,43.40626653048912
2021-02-14,Cayman Islands,CAY,57,42.97032897099948,57,42.97032897099948
2021-02-14,Guyana,GUY,58,42.86223208850565,58,42.86223208850565
2021-02-14,Moldova,MDA,59,42.13647089765134,59,42.13647089765134
2021-02-14,Israel,ISR,60,41.67564832620073,60,41.67564832620073
2021-02-14,United Arab Emirates,UAE,61,41.23229167448233,61,41.23229167448233
2021-02-14,Kazakhstan,KAZ,62,40.86370015813171,62,40.86370015813171
2021-02-14,Latvia,LAT,63,40.845961281781264,63,40.845961281781264
2021-02-14,Hungary,HUN,64,40.677120605612686,64,40.677120605612686
2021-02-14,Chinese Taipei,TPE,65,39.229748477122634,65,39.229748477122634
2021-02-14,Zambia,ZAM,66,39.04228039365382,66,39.04228039365382
