id,name,team,hemi,pos,value,sel,status,opp,home,n_hist,rp_min,mkt_margin,weather_att,per80,exp_min,starter_exp,supersub_exp
245177,Tiennan Costley,Japan,2,Loose Forward,4.5,0.2,B,Ireland,True,12,2962,-29.3,0.998,21.63,15.3,4.58,12.44
182833,Taniela Tupou,Australia,2,Prop,4.0,1.4,B,France,True,53,1295,-4.9,1.0,11.44,27.5,4.34,11.79
109783,Marco van Staden,South Africa,2,Loose Forward,4.0,0.5,B,Scotland,True,30,1852,27.4,1.0,14.15,25.8,5.04,13.7
225770,Asafo Aumua,New Zealand,2,Hooker,4.0,2.8,B,Italy,True,21,1678,24.2,0.962,23.17,22.3,7.14,19.41
168641,Dillon Lewis,Wales,1,Prop,3.5,2.2,P,Argentina,False,31,987,-28.4,1.0,16.41,52.8,11.95,5.41
164759,Ben Warren,Wales,1,Prop,3.0,0.2,B,Argentina,False,1,909,-28.4,1.0,15.41,34.0,7.23,19.65
128591,Tim Hoyt,Fiji,2,Prop,3.0,3.5,P,England,True,3,0,-12.3,1.0,14.34,38.1,7.54,3.41
237078,Canan Moodie,South Africa,2,Back Three,6.5,1.0,B,Scotland,True,24,3051,27.4,1.0,17.8,15.1,3.71,10.08
249169,Fehi Fineanganofo,New Zealand,2,Back Three,5.5,3.7,B,Italy,True,1,2247,24.2,0.962,31.16,12.0,5.16,14.02
208971,Franco Molina,Argentina,2,Lock,5.0,0.8,B,Wales,True,21,1351,28.4,1.0,15.57,26.5,5.7,15.49
198661,Dylan Riley,Japan,2,Centre,5.0,1.3,P,Ireland,True,39,2315,-29.3,0.998,11.64,78.9,12.67,5.74
207407,Demba Bamba,France,1,Prop,4.5,4.6,P,Australia,False,21,2156,4.9,1.0,13.7,47.0,8.87,4.02
199383,Ciaran Frawley,Ireland,1,Fly Half,4.5,0.5,B,Japan,False,14,2345,29.3,0.998,18.2,21.7,5.44,14.78
154414,Kanji Shimokawa,Japan,2,Loose Forward,4.0,0.6,P,Ireland,True,24,3504,-29.3,0.998,13.43,67.6,12.53,5.68
109697,Nolann le Garrec,France,1,Scrum Half,4.0,0.7,B,Australia,False,16,3911,4.9,1.0,21.39,14.6,4.32,11.75
105892,Adam Beard,Wales,1,Lock,4.0,2.6,P,Argentina,False,45,2706,-28.4,1.0,12.92,69.1,12.32,5.58
136875,Gianmarco Lucchesi,Italy,1,Hooker,3.5,0.4,B,New Zealand,False,32,0,-24.2,0.962,22.6,27.6,8.56,23.42
175403,Elliot Millar-Mills,Scotland,1,Prop,3.5,2.2,P,South Africa,False,16,1126,-27.4,1.0,19.71,36.8,10.01,4.54
134407,Alessandro Fusco,Italy,1,Scrum Half,3.5,0.2,B,New Zealand,False,26,1722,-24.2,0.962,10.17,23.0,3.23,8.79
239482,Asher Opoku-Fordjour,England,1,Prop,3.5,0.2,B,Fiji,False,7,0,12.3,1.0,12.53,21.9,3.78,10.27
261209,Sojiro Otsuka,Japan,2,Prop,3.0,0.1,B,Ireland,True,1,0,-29.3,0.998,16.05,21.0,4.65,12.64
154458,Matias Moroni,Argentina,2,Centre,5.5,0.5,B,Wales,True,49,1645,28.4,1.0,17.98,20.6,5.11,13.9
241698,Sam Prendergast,Ireland,1,Fly Half,5.0,3.9,P,Japan,False,16,2434,29.3,0.998,21.24,72.3,21.14,9.59
237231,Mirco Spagnolo,Italy,1,Prop,4.0,0.3,B,New Zealand,False,25,1447,-24.2,0.962,17.45,24.3,5.85,15.91
237261,Alex Samuel,Scotland,1,Lock,3.5,0.2,B,South Africa,False,4,1891,-27.4,1.0,11.53,28.0,4.45,12.11
110891,Stephen Varney,Italy,1,Scrum Half,4.0,2.9,P,New Zealand,False,39,2848,-24.2,0.962,9.76,59.7,8.04,3.65
153525,Rory Sutherland,Scotland,1,Prop,4.0,0.2,B,South Africa,False,42,1211,-27.4,1.0,14.7,18.3,3.72,10.11
236606,Leonardo Marin,Italy,1,Fly Half,4.0,0.1,B,New Zealand,False,24,1662,-24.2,0.962,13.77,12.0,2.27,6.18
240916,Boris Wenger,Argentina,2,Prop,4.0,0.2,B,Wales,True,7,392,28.4,1.0,15.68,21.0,4.55,12.38
235935,Ignacio Ruiz,Argentina,2,Hooker,4.0,0.2,B,Wales,True,28,1936,28.4,1.0,17.96,14.7,3.63,9.88
130283,Beno Obano,England,1,Prop,4.0,0.1,B,Fiji,False,5,2717,12.3,1.0,14.68,18.8,3.81,10.36
174208,Riccardo Favretto,Italy,1,Lock,4.0,0.1,B,New Zealand,False,14,1956,-24.2,0.962,13.86,16.1,3.09,8.39
170835,James Slipper,Australia,2,Prop,4.0,0.2,B,France,True,56,2086,-4.9,1.0,14.1,25.4,4.94,13.44
237224,Pierre Bochaton,France,1,Loose Forward,3.5,2.4,P,Australia,False,3,2726,4.9,1.0,13.64,49.8,9.36,4.24
147486,Tadhg Beirne,Ireland,1,Lock,7.5,9.7,B,Japan,False,63,0,29.3,0.998,12.61,27.7,4.83,13.12
156918,Tommy Freeman,England,1,Back Three,7.0,15.7,P,Fiji,False,34,4412,12.3,1.0,24.49,76.2,25.27,11.66
191608,Cobus Reinach,South Africa,2,Scrum Half,6.5,1.4,B,Scotland,True,37,0,27.4,1.0,22.86,21.5,6.79,18.46
241689,Nicolas Depoortere,France,1,Centre,6.0,0.7,B,Australia,False,10,3491,4.9,1.0,20.73,15.6,4.47,12.15
117646,Ben Donaldson,Australia,2,Fly Half,5.5,0.5,B,France,True,22,2566,-4.9,1.0,13.3,15.4,2.82,7.67
180382,Bautista Delguy,Argentina,2,Back Three,5.0,3.1,B,Wales,True,26,4083,28.4,1.0,18.44,33.8,8.54,23.36
130282,Tommaso Allan,Italy,1,Fly Half,5.0,0.4,B,New Zealand,False,35,2621,-24.2,0.962,10.64,25.2,3.69,10.05
229826,Jamie Osborne,Ireland,1,Centre,5.0,5.8,P,Japan,False,17,2916,29.3,0.998,17.17,72.8,17.24,7.81
249307,Ellis Mee,Wales,1,Back Three,4.5,0.2,B,Argentina,False,9,2321,-28.4,1.0,11.23,25.0,3.87,10.53
138016,Henry Slade,England,1,Centre,4.0,0.6,B,Fiji,False,45,3985,12.3,1.0,15.46,22.7,4.83,13.13
161973,Simione Kuruvoli,Fiji,2,Scrum Half,4.0,0.3,B,England,True,25,852,-12.3,1.0,15.17,23.3,4.87,13.23
246860,Mesake Vocevoce,Fiji,2,Lock,3.0,1.3,B,England,True,19,1838,-12.3,1.0,10.8,17.6,2.62,7.11
164832,Quinn Tupaea,New Zealand,2,Centre,6.5,6.5,P,Italy,True,25,2697,24.2,0.962,23.24,64.8,20.77,9.41
157406,Bundee Aki,Ireland,1,Centre,6.0,3.5,B,Japan,False,48,2866,29.3,0.998,18.21,26.7,6.72,18.26
196415,Charlie Ewels,England,1,Lock,4.0,0.1,B,Fiji,False,19,2611,12.3,1.0,9.31,9.4,1.21,3.29
196989,Eben Etzebeth,South Africa,2,Lock,8.0,13.1,P,Scotland,True,53,1520,27.4,1.0,12.41,59.1,10.12,4.58
190503,Siya Kolisi,South Africa,2,Loose Forward,6.5,12.0,P,Scotland,True,50,2414,27.4,1.0,20.26,53.4,14.93,6.77
127914,Andre Esterhuizen,South Africa,2,Centre,6.5,3.9,B,Scotland,True,23,3434,27.4,1.0,21.49,28.8,8.48,23.18
156336,Tom Wright,Australia,2,Back Three,6.0,1.3,B,France,True,44,2720,-4.9,1.0,13.06,8.0,1.44,3.92
175150,Robert Baloucoune,Ireland,1,Back Three,5.0,7.9,P,Japan,False,8,1610,29.3,0.998,28.32,76.5,29.04,13.55
201684,Patrick Tuipulotu,New Zealand,2,Lock,4.5,1.4,B,Italy,True,27,1926,24.2,0.962,11.91,26.2,4.31,11.72
236609,Lorenzo Pani,Italy,1,Back Three,4.5,2.2,P,New Zealand,False,13,1672,-24.2,0.962,5.83,56.5,4.54,2.06
106142,Luke Cowan-Dickie,England,1,Hooker,4.5,0.8,B,Fiji,False,39,2166,12.3,1.0,18.15,26.9,6.74,18.33
216255,Zuriel Togiatama,Fiji,2,Hooker,4.0,0.2,B,England,True,14,1443,-12.3,1.0,16.96,11.5,2.68,7.29
105642,Craig Casey,Ireland,1,Scrum Half,4.0,0.3,B,Japan,False,30,2474,29.3,0.998,17.95,8.8,2.19,5.95
224905,George Horne,Scotland,1,Scrum Half,4.0,0.6,B,South Africa,False,37,2899,-27.4,1.0,18.22,19.4,4.87,13.25
143123,Taine Plumtree,Wales,1,Loose Forward,4.0,0.3,B,Argentina,False,16,2311,-28.4,1.0,16.58,25.0,5.72,15.55
190215,Kieran Hardy,Wales,1,Scrum Half,4.0,0.3,B,Argentina,False,37,1680,-28.4,1.0,13.62,8.0,1.5,4.09
174268,Jeremy Loughman,Ireland,1,Prop,3.0,0.5,B,Japan,False,9,2096,29.3,0.998,9.91,17.8,2.43,6.61
255945,Itsuki Kamimura,Japan,2,Scrum Half,3.0,0.3,B,Ireland,True,1,1266,-29.3,0.998,12.94,8.0,1.43,3.88
120767,Louis Rees-Zammit,Wales,1,Back Three,6.0,11.9,P,Argentina,False,41,1539,-28.4,1.0,13.28,76.7,14.05,6.37
239634,Henry Pollock,England,1,Loose Forward,5.5,15.1,B,Fiji,False,16,2744,12.3,1.0,27.68,21.1,8.07,21.95
112684,Guy Pepper,England,1,Loose Forward,4.5,1.1,B,Fiji,False,13,2480,12.3,1.0,18.26,20.5,5.17,14.06
229255,Cortez Ratima,New Zealand,2,Scrum Half,4.0,0.5,B,Italy,True,23,2095,24.2,0.962,18.46,14.6,3.73,10.14
237152,Joaquin Moro,Argentina,2,Loose Forward,4.0,0.3,B,Wales,True,5,1325,28.4,1.0,16.91,22.9,5.34,14.52
251198,Lachlan Shaw,Australia,2,Lock,4.0,0.4,B,France,True,2,1807,-4.9,1.0,13.93,22.0,4.23,11.5
