split,fold,tournament,calendar_year,hemisphere,target,weight_v4,baseline_score,candidate_score,delta
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,missed_tackles,0.4,0.9304648600717058,0.9263235957239527,-0.004141264347753082
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,rucks_won,0.6,0.7500848014113577,0.7474519233177548,-0.0026328780936029084
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,rucks_lost,0.65,0.9856960575236662,0.9856626508580503,-3.3406665615909326e-05
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,passes,0.65,0.775105559210843,0.7769970185880554,0.0018914593772123567
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,bad_passes,0.55,0.9188031193289351,0.9192742102977898,0.0004710909688546705
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,turnovers_conceded,0.3,1.0034148458641605,1.0029655438242686,-0.00044930203989190787
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,penalties_conceded,0.35,0.9963769062178195,0.9931096229082078,-0.0032672833096116793
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,yellow_cards,0.5,0.9722764292512206,0.9722764292512206,0.0
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,red_cards,0.9,0.9501676249897766,0.858346857718622,-0.09182076727115462
development,rugby_world_cup_2023,rugby_world_cup,2023,mixed,metres,0.1,0.9304865975234459,0.8896433846314695,-0.040843212891976344
development,six_nations_2024,six_nations,2024,north,minutes,0.5,0.9649651889866591,0.9649651889866591,0.0
development,six_nations_2024,six_nations,2024,north,tries,0.1,0.9597983906665524,0.9832727480969761,0.023474357430423698
development,six_nations_2024,six_nations,2024,north,try_assists,0.2,0.978854566850937,0.9848969058133566,0.00604233896241968
development,six_nations_2024,six_nations,2024,north,conversion_goals,0.2,0.7840544313865789,0.7730671335248283,-0.010987297861750678
development,six_nations_2024,six_nations,2024,north,missed_conversion_goals,0.25,1.2037348452744716,1.1772184294681267,-0.026516415806344895
development,six_nations_2024,six_nations,2024,north,penalty_goals,0.5,0.7272135723857088,0.7272135723857088,0.0
development,six_nations_2024,six_nations,2024,north,missed_penalty_goals,0.5,0.7005972472503282,0.7005972472503282,0.0
development,six_nations_2024,six_nations,2024,north,drop_goals_converted,0.75,0.7453110966536729,0.7588077634767737,0.0134966668231008
development,six_nations_2024,six_nations,2024,north,drop_goal_missed,0.65,1.0096697702688604,0.9974198396884592,-0.012249930580401247
development,six_nations_2024,six_nations,2024,north,defenders_beaten,0.25,0.8939668889573636,0.8818531875814728,-0.01211370137589085
development,six_nations_2024,six_nations,2024,north,clean_breaks,0.2,0.9031598309874123,0.8950380500964236,-0.008121780890988695
development,six_nations_2024,six_nations,2024,north,offload,0.25,0.9258718269181264,0.9232966371206921,-0.0025751897974343185
development,six_nations_2024,six_nations,2024,north,runs,0.6,0.8352553981321469,0.8461785880322866,0.01092318990013974
development,six_nations_2024,six_nations,2024,north,tackles,0.65,0.8137909862720705,0.8191953448013046,0.0054043585292341545
development,six_nations_2024,six_nations,2024,north,missed_tackles,0.4,0.9110200181744225,0.909981934104334,-0.0010380840700884297
development,six_nations_2024,six_nations,2024,north,rucks_won,0.6,0.7012232376822964,0.6929120881335185,-0.008311149548777985
development,six_nations_2024,six_nations,2024,north,rucks_lost,0.65,1.0153228050120322,1.0157056378770617,0.0003828328650294921
development,six_nations_2024,six_nations,2024,north,passes,0.65,0.6288856031565937,0.6374499527046896,0.008564349548095929
development,six_nations_2024,six_nations,2024,north,bad_passes,0.55,0.9233369844361337,0.9240279249424939,0.0006909405063602048
development,six_nations_2024,six_nations,2024,north,turnovers_conceded,0.3,0.9776148961779734,0.9738529484186101,-0.0037619477593632267
development,six_nations_2024,six_nations,2024,north,penalties_conceded,0.35,0.9827105970488736,0.9802258183058047,-0.0024847787430689605
development,six_nations_2024,six_nations,2024,north,yellow_cards,0.5,0.9805435592686274,0.9805435592686274,0.0
development,six_nations_2024,six_nations,2024,north,red_cards,0.9,0.7448630516011665,0.7978411262683179,0.05297807466715143
development,six_nations_2024,six_nations,2024,north,metres,0.1,0.8976969834603588,0.8659054116279566,-0.03179157183240211
development,summer_internationals_2024,summer_internationals,2024,mixed,minutes,0.5,0.9690202216458084,0.9690202216458084,0.0
