target,weight_v4,development_score,selection_score
yellow_cards,0.4,0.9728575056832173,0.9761364637661633
yellow_cards,0.45,0.970809504470715,0.9760756418443807
yellow_cards,0.5,0.9692533891936059,0.9764482832009828
yellow_cards,0.55,0.9681797441968893,0.9772257252945881
yellow_cards,0.6,0.9675935780882686,0.9783909672359355
yellow_cards,0.65,0.9675153345771534,0.9799367464860822
yellow_cards,0.7,0.9679842003578096,0.9818647348905035
yellow_cards,0.75,0.9690649806947452,0.9841856824081265
yellow_cards,0.8,0.9708616781351852,0.9869205930800614
yellow_cards,0.85,0.9735458527656184,0.9901033515914331
yellow_cards,0.9,0.9774240356347282,0.9937858818349525
yellow_cards,0.95,0.9831396805323311,0.9980486631482242
yellow_cards,1.0,0.9926592160527444,1.0030253232710493
red_cards,0.0,1.015986405672802,1.0197879009385267
red_cards,0.05,0.9707967167637798,0.9772858160877641
red_cards,0.1,0.954283760000825,0.9524521789495544
red_cards,0.15,0.9414656693136034,0.9335339452581087
red_cards,0.2,0.9305955043449654,0.9178007372643441
red_cards,0.25,0.9210125359033932,0.9041003705532819
red_cards,0.3,0.9123867453512017,0.8918309912997667
red_cards,0.35,0.9045302960748565,0.8806379887644118
red_cards,0.4,0.8973293642925358,0.8702956737033221
red_cards,0.45,0.8907143288614017,0.8606528241268284
red_cards,0.5,0.8846453563858308,0.8516047187852207
red_cards,0.55,0.8791053412988842,0.8430776389454859
red_cards,0.6,0.8740970581837829,0.8350198442628933
red_cards,0.65,0.8696433947028596,0.8273962167195096
red_cards,0.7,0.8657906783824546,0.820185191857633
red_cards,0.75,0.8626162290105076,0.813377318863188
red_cards,0.8,0.8602431376941008,0.806975238941376
red_cards,0.85,0.858869552980565,0.8009952755021698
red_cards,0.9,0.8588316959530988,0.7954714242500597
red_cards,0.95,0.8607607759480232,0.7904638090337835
red_cards,1.0,0.8660837381919582,0.7860771892743298
metres,0.0,0.8841085204983851,0.878419668672428
metres,0.05,0.8822248867118111,0.8787245765237287
metres,0.1,0.8821450307443222,0.8800874090371478
metres,0.15,0.8830830478048267,0.8820698163437051
metres,0.2,0.8847296020480719,0.8845034939904072
metres,0.25,0.8869187856855538,0.8873002668602529
metres,0.3,0.8895480433614674,0.8904057754690466
metres,0.35,0.8925487781804212,0.8937832383801791
metres,0.4,0.8958729564946404,0.8974064219896855
metres,0.45,0.8994861251441093,0.9012561356032119
metres,0.5,0.9033634275382093,0.9053183033173123
metres,0.55,0.9074871870176827,0.9095828309876026
