engine,fold,slate_id,rubric,tier,n,mae,spearman,allowed_events,top_10_overlap,top_10_capture,top_25_overlap,top_25_capture,top_50_overlap,top_50_capture,top_100_overlap,top_100_capture,tournament,calendar_year,fold_hemisphere
p3_event_50,rugby_championship_2023,rugby_championship_2023_r2,six_nations,stable,92,5.398762532406708,0.7699298974502317,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.5,0.7095890410958904,0.6266666666666666,0.8399390243902439,0.84,0.930379746835443,,,rugby_championship,2023,south
p3_event_50,rugby_championship_2023,rugby_championship_2023_r3,six_nations,stable,92,6.579532886831395,0.5071052980282458,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.4333333333333333,0.7541899441340782,0.6,0.792022792022792,0.6679999999999999,0.874031007751938,,,rugby_championship,2023,south
p3_event_50,rugby_championship_2023,rugby_championship_2023_r1,ncr,stable,92,5.523860325009107,0.5781407900532782,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.6,0.8066666666666666,0.56,0.7648148148148148,0.732,0.8623481781376519,,,rugby_championship,2023,south
p3_event_50,rugby_championship_2023,rugby_championship_2023_r2,ncr,stable,92,5.175697582299933,0.7224826257417358,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.5,0.711764705882353,0.62,0.8282312925170068,0.845,0.9311594202898552,,,rugby_championship,2023,south
p3_event_50,rugby_championship_2023,rugby_championship_2023_r3,ncr,stable,92,6.50975524686518,0.3871392261382377,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.4,0.6388888888888888,0.6133333333333334,0.7504051863857374,0.65,0.8225446428571429,,,rugby_championship,2023,south
p3_event_50,summer_internationals_2023,summer_internationals_2023_w29,six_nations,stable,46,5.296447784648466,0.6900580062885929,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.5,0.6416666666666667,0.8320000000000001,0.9335038363171356,,,,,summer_internationals,2023,mixed
p3_event_50,summer_internationals_2023,summer_internationals_2023_w30,six_nations,stable,92,6.222452218421936,0.4059915717958527,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.3,0.4552238805970149,0.52,0.6583850931677019,0.6711111111111111,0.7971014492753623,,,summer_internationals,2023,mixed
p3_event_50,summer_internationals_2023,summer_internationals_2023_w31,six_nations,stable,276,5.745111916817461,0.5616073831862087,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.1,0.6195652173913043,0.3066666666666667,0.6490322580645161,0.4942857142857143,0.7439577039274925,0.6533333333333333,0.8153701968134958,summer_internationals,2023,mixed
p3_event_50,summer_internationals_2023,summer_internationals_2023_w32,six_nations,stable,92,5.467892029116751,0.6134029361880716,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.48,0.742671009771987,0.64,0.8441780821917808,0.7716666666666667,0.9230769230769232,,,summer_internationals,2023,mixed
p3_event_50,summer_internationals_2023,summer_internationals_2023_w33,six_nations,stable,161,6.507116882978723,0.576411716610249,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.0,0.4386792452830189,0.44,0.6633906633906634,0.6657142857142857,0.7970219435736677,0.775,0.8880886426592798,summer_internationals,2023,mixed
p3_event_50,summer_internationals_2023,summer_internationals_2023_w34,six_nations,stable,253,6.219714118146928,0.6597138903809846,"tries,try_assists,conversion_goals,penalty_goals,drop_goals_converted,defenders_beaten,offload,tackles,penalties_conceded,yellow_cards,red_cards,metres",0.1,0.4533029612756264,0.28,0.6957013574660633,0.44,0.7576374745417516,0.6975,0.8321769297484822,summer_internationals,2023,mixed
p3_event_50,summer_internationals_2023,summer_internationals_2023_w29,ncr,stable,46,5.535264177685358,0.4286315153041428,"tries,try_assists,conversion_goals,missed_conversion_goals,penalty_goals,missed_penalty_goals,drop_goals_converted,defenders_beaten,clean_breaks,offload,tackles,missed_tackles,turnovers_conceded,penalties_conceded,yellow_cards,red_cards",0.3,0.5560975609756098,0.736,0.8544303797468354,,,,,summer_internationals,2023,mixed
