player,slug,competition,season,games,minutes,tries,try_assists,points,carries,metres,av_gain,post_contact_metres,defenders_beaten,clean_breaks,offloads,handling_errors,passes,bad_passes,tackles,missed_tackles,tackles_success_pct,dominant_tackles,turnovers_won,turnovers_conceded,kicks_from_hand,penalties_conceded,yellow_cards,red_cards
N. Cannone,niccolo-cannone,Six Nations,2026,5,350,0,0,0,31.0,23.0,0.75,36.0,1.0,0,0,1,16.0,1,58.0,5.0,0.89,8,3,1,1,3,0,0
N. Cannone,niccolo-cannone,Six Nations,2025,5,321,0,0,0,22.0,18.0,0.8,32.0,1.0,0,0,2,4.0,0,56.0,4.0,0.86,4,1,3,0,2,0,0
N. Cannone,niccolo-cannone,Six Nations,2024,5,387,0,0,0,22.0,11.0,0.51,24.0,1.0,0,0,1,10.0,0,73.0,7.0,0.87,4,0,1,1,3,0,0
N. Depoortere,nicolas-depoortere,Six Nations,2026,2,124,0,0,0,11.0,52.0,4.74,57.0,7.0,1,1,3,8.0,1,19.0,5.0,0.7,1,0,4,1,0,0,0
N. Depoortere,nicolas-depoortere,Six Nations,2024,2,133,0,0,0,9.0,45.0,4.96,17.0,1.0,1,0,1,8.0,1,11.0,3.0,0.79,1,0,3,1,0,0,0
N. Depoortere,nicolas-depoortere,U20 Six Nations,2023,4,320,2,3,10,26.0,206.0,7.93,110.0,6.0,2,4,0,22.0,1,28.0,5.0,0.8,1,0,0,0,1,0,0
N. Doak,nathan-doak,Six Nations,2026,1,13,0,0,0,,,,,,0,0,0,23.0,0,1.0,,1.0,0,0,0,1,0,0,0
N. Le Garrec,nolann-le-garrec,Six Nations,2025,3,50,0,0,0,4.0,3.0,0.7,1.0,,0,1,1,27.0,1,5.0,,1.0,0,0,2,10,0,0,0
N. Le Garrec,nolann-le-garrec,Six Nations,2024,5,214,2,0,10,18.0,52.0,2.88,19.0,2.0,0,1,2,199.0,6,18.0,1.0,0.9,0,2,4,39,0,0,0
N. McBeth,nathan-mcbeth,Six Nations,2026,3,107,0,0,0,8.0,5.0,0.6,10.0,,0,0,0,4.0,0,20.0,1.0,0.95,1,0,0,0,2,0,0
N. Timoney,nick-timoney,Six Nations,2026,5,169,1,0,5,29.0,94.0,3.22,71.0,5.0,1,0,0,7.0,0,33.0,1.0,0.89,4,1,0,0,0,0,0
N. Tompkins,nick-tompkins,Six Nations,2025,3,172,0,0,0,15.0,47.0,3.11,50.0,3.0,1,2,3,22.0,3,13.0,3.0,0.81,2,0,4,0,0,0,0
N. Tompkins,nick-tompkins,Six Nations,2024,4,288,0,0,0,33.0,29.0,0.89,27.0,3.0,0,5,8,58.0,9,33.0,7.0,0.73,0,2,9,0,2,0,0
O. Chessum,oliver-chessum,Six Nations,2026,5,333,2,1,10,30.0,180.0,6.02,61.0,,4,1,4,24.0,2,42.0,7.0,0.79,5,1,4,0,2,0,0
O. Chessum,oliver-chessum,Six Nations,2025,5,217,0,0,0,14.0,83.0,5.91,70.0,5.0,1,1,0,15.0,0,27.0,5.0,0.82,3,1,1,0,3,0,0
O. Chessum,oliver-chessum,Six Nations,2024,5,331,0,0,0,21.0,34.0,1.6,58.0,2.0,0,0,2,18.0,1,42.0,11.0,0.75,8,3,3,1,4,1,0
O. Cracknell,olly-cracknell,Six Nations,2026,3,94,0,0,0,28.0,52.0,1.88,43.0,1.0,1,1,2,4.0,0,16.0,4.0,0.76,0,0,3,0,1,0,0
O. Jegou,oscar-jegou,Six Nations,2026,4,295,1,0,5,31.0,85.0,2.74,68.0,5.0,1,2,3,32.0,2,69.0,6.0,0.84,12,4,6,0,2,0,0
O. Jegou,oscar-jegou,Six Nations,2025,5,149,1,0,5,15.0,29.0,1.95,35.0,1.0,1,1,1,13.0,2,28.0,6.0,0.8,3,1,1,1,1,0,0
O. Jegou,oscar-jegou,U20 Six Nations,2023,5,354,1,1,5,24.0,82.0,3.44,72.0,4.0,1,4,3,25.0,2,66.0,2.0,0.9,13,2,6,0,5,0,0
O. Lawrence,ollie-lawrence,Six Nations,2026,1,80,1,0,5,14.0,27.0,1.92,29.0,6.0,1,0,1,3.0,0,8.0,3.0,0.62,0,0,1,0,1,0,0
O. Lawrence,ollie-lawrence,Six Nations,2025,4,248,1,0,5,17.0,76.0,4.47,70.0,9.0,3,4,2,9.0,1,29.0,4.0,0.76,1,1,2,2,1,0,0
O. Lawrence,ollie-lawrence,Six Nations,2024,3,240,3,0,15,19.0,81.0,4.26,63.0,6.0,2,1,4,6.0,1,28.0,6.0,0.74,1,0,5,2,2,0,0
O. Sleightholme,ollie-sleightholme,Six Nations,2025,3,205,2,0,10,14.0,72.0,5.13,46.0,10.0,4,1,4,7.0,2,9.0,5.0,0.47,2,1,5,3,1,0,0
P. Barassi,pierre-louis-barassi,Six Nations,2026,3,138,0,0,0,10.0,26.0,2.55,22.0,2.0,0,1,0,7.0,1,16.0,7.0,0.59,0,0,0,0,1,0,0
P. Barassi,pierre-louis-barassi,Six Nations,2025,4,287,1,0,5,26.0,129.0,4.96,55.0,4.0,4,4,1,19.0,1,29.0,8.0,0.69,0,0,1,2,0,0,0
P. Garbisi,paolo-garbisi,Six Nations,2026,5,400,1,1,39,25.0,67.0,2.7,43.0,4.0,1,1,6,102.0,5,35.0,6.0,0.74,0,2,9,44,1,0,0
P. Garbisi,paolo-garbisi,Six Nations,2025,5,390,1,2,16,30.0,108.0,3.59,50.0,6.0,3,1,6,91.0,7,54.0,6.0,0.81,1,1,11,40,0,0,0
P. Garbisi,paolo-garbisi,Six Nations,2024,5,400,0,3,31,49.0,179.0,3.66,58.0,8.0,0,3,6,106.0,7,57.0,9.0,0.76,2,2,8,40,0,0,0
P. Mauvaka,peato-mauvaka,Six Nations,2026,4,122,0,0,0,10.0,20.0,2.04,18.0,,0,1,0,6.0,0,32.0,1.0,0.97,3,1,1,0,0,0,0
P. Mauvaka,peato-mauvaka,Six Nations,2025,5,237,1,0,5,21.0,86.0,4.07,51.0,3.0,0,0,2,8.0,2,32.0,6.0,0.84,2,2,2,0,2,1,0
P. Mauvaka,peato-mauvaka,Six Nations,2024,5,211,0,0,0,19.0,39.0,2.06,25.0,1.0,0,1,0,13.0,3,25.0,4.0,0.81,1,0,1,0,1,0,0
P. O'Mahony,peter-omahony,Six Nations,2025,4,209,0,0,0,21.0,57.0,2.71,40.0,1.0,0,0,1,11.0,2,32.0,3.0,0.76,1,2,1,0,0,0,0
P. O'Mahony,peter-omahony,Six Nations,2024,4,229,0,0,0,21.0,21.0,0.99,26.0,,0,0,2,8.0,0,39.0,3.0,0.89,0,0,2,0,2,2,0
P. Odogwu,paolo-odogwu,Six Nations,2026,2,26,0,0,0,8.0,49.0,6.09,22.0,2.0,1,0,0,2.0,0,3.0,3.0,0.43,1,0,1,0,0,0,0
P. Schoeman,pierre-schoeman,Six Nations,2026,5,266,1,0,5,50.0,47.0,0.93,68.0,2.0,0,0,0,6.0,1,35.0,6.0,0.8,2,0,0,0,3,0,0
P. Schoeman,pierre-schoeman,Six Nations,2025,5,282,0,0,0,51.0,62.0,1.22,77.0,4.0,2,0,2,8.0,0,25.0,2.0,0.83,2,1,2,0,3,0,0
P. Schoeman,pierre-schoeman,Six Nations,2024,5,300,2,0,10,36.0,36.0,0.99,55.0,2.0,0,0,1,5.0,0,62.0,5.0,0.91,6,1,2,0,5,0,0
R. Baird,ryan-baird,Six Nations,2025,4,136,0,0,0,11.0,41.0,3.76,36.0,4.0,1,1,3,20.0,0,17.0,2.0,0.89,4,0,3,0,2,0,0
R. Baird,ryan-baird,Six Nations,2024,5,145,0,0,0,18.0,75.0,4.14,94.0,7.0,2,0,1,13.0,0,32.0,3.0,0.91,0,0,2,0,1,0,0
R. Baloucoune,robert-baloucoune,Six Nations,2026,4,305,3,1,15,31.0,175.0,5.63,116.0,12.0,8,2,6,16.0,4,22.0,4.0,0.67,4,4,9,2,0,0,0
R. Carre,rhys-carre,Six Nations,2026,5,231,3,0,15,31.0,61.0,1.95,72.0,6.0,1,2,1,5.0,0,28.0,4.0,0.85,2,2,1,1,3,0,0
R. Darge,rory-darge,Six Nations,2026,5,396,1,0,5,51.0,78.0,1.53,70.0,6.0,1,3,1,16.0,0,69.0,4.0,0.95,5,6,1,0,0,0,0
R. Darge,rory-darge,Six Nations,2025,5,342,1,0,5,27.0,39.0,1.44,45.0,3.0,0,6,1,17.0,1,58.0,3.0,0.92,7,4,2,1,3,0,0
R. Darge,rory-darge,Six Nations,2024,4,291,0,0,0,30.0,54.0,1.81,53.0,4.0,1,1,3,9.0,2,56.0,5.0,0.89,3,2,3,0,1,0,0
R. Elias,ryan-elias,Six Nations,2026,4,114,0,0,0,19.0,44.0,2.33,26.0,,0,0,2,5.0,1,22.0,1.0,0.88,3,0,3,0,0,0,0
R. Elias,ryan-elias,Six Nations,2024,3,86,0,0,0,13.0,9.0,0.69,20.0,,0,0,0,3.0,1,19.0,2.0,0.9,0,0,1,0,0,0,0
R. Favretto,riccardo-favretto,Six Nations,2026,5,82,0,0,0,10.0,17.0,1.73,16.0,1.0,0,0,0,4.0,1,13.0,2.0,0.81,2,1,0,0,0,0,0
R. Favretto,riccardo-favretto,Six Nations,2025,2,18,0,0,0,,,,,,0,0,0,1.0,0,1.0,,1.0,0,0,0,0,0,0,0
R. Favretto,riccardo-favretto,Six Nations,2024,2,54,0,0,0,4.0,2.0,0.38,5.0,,0,0,2,4.0,1,16.0,,0.94,1,0,3,0,1,0,0
R. Henshaw,robbie-henshaw,Six Nations,2025,5,332,0,1,0,33.0,83.0,2.51,87.0,3.0,1,1,2,32.0,3,41.0,6.0,0.85,0,2,4,5,1,0,0
R. Henshaw,robbie-henshaw,Six Nations,2024,5,383,0,0,0,46.0,127.0,2.76,132.0,13.0,2,6,5,36.0,3,36.0,4.0,0.82,1,1,7,1,2,0,0
R. Kelleher,ronan-kelleher,Six Nations,2026,5,148,0,0,0,18.0,47.0,2.63,36.0,4.0,1,1,0,10.0,0,37.0,1.0,0.95,1,1,2,0,0,0,0
R. Kelleher,ronan-kelleher,Six Nations,2025,2,91,0,0,0,9.0,33.0,3.64,29.0,5.0,0,0,0,7.0,1,12.0,2.0,0.86,0,0,2,0,0,0,0
R. Kelleher,ronan-kelleher,Six Nations,2024,5,111,1,1,5,14.0,29.0,2.04,26.0,3.0,0,1,0,14.0,0,27.0,3.0,0.84,0,2,0,0,0,0,0
R. Neti,rodrigue-neti,Six Nations,2026,5,145,0,0,0,8.0,11.0,1.36,12.0,,0,0,1,9.0,1,27.0,2.0,0.9,5,0,1,0,0,0,0
R. Ntamack,romain-ntamack,Six Nations,2025,3,230,0,2,0,15.0,118.0,7.84,64.0,5.0,2,2,2,42.0,2,28.0,,0.97,1,0,3,5,2,0,1
R. Sutherland,rory-sutherland,Six Nations,2026,2,27,0,0,0,4.0,4.0,1.1,6.0,,0,0,0,1.0,0,5.0,,0.83,0,0,0,0,0,0,0
R. Sutherland,rory-sutherland,Six Nations,2025,4,109,0,0,0,16.0,20.0,1.23,22.0,1.0,0,0,1,3.0,0,11.0,,0.92,1,0,2,0,2,0,0
R. Sutherland,rory-sutherland,Six Nations,2024,1,31,0,0,0,3.0,2.0,0.8,7.0,1.0,0,0,0,,0,5.0,1.0,0.83,0,0,0,0,0,0,0
R. Taofifenua,romain-taofifenua,Six Nations,2025,1,32,0,0,0,7.0,13.0,1.87,13.0,,0,3,0,6.0,1,1.0,,1.0,0,0,0,0,1,0,0
R. Taofifenua,romain-taofifenua,Six Nations,2024,3,93,1,0,5,14.0,19.0,1.37,19.0,1.0,0,0,2,3.0,0,7.0,1.0,0.78,0,0,2,0,2,0,0
R. Vintcent,ross-vintcent,Six Nations,2025,5,140,1,0,5,17.0,88.0,5.19,64.0,3.0,1,1,1,3.0,0,27.0,4.0,0.71,6,0,3,0,1,0,1
R. Vintcent,ross-vintcent,Six Nations,2024,4,200,0,0,0,14.0,106.0,7.55,58.0,4.0,1,0,1,8.0,2,47.0,7.0,0.73,0,1,2,0,2,0,0
R. Wardi,reda-wardi,Six Nations,2024,1,18,0,0,0,2.0,0.0,0.0,2.0,,0,0,0,,0,5.0,,1.0,0,0,0,0,0,0,0
R. Williams,rhodri-williams,Six Nations,2025,4,51,0,0,0,6.0,10.0,1.62,2.0,,0,0,1,58.0,1,9.0,2.0,0.75,0,0,1,6,0,0,0
R. Woodman,ryan-woodman,U20 Six Nations,2023,5,400,0,2,0,36.0,42.0,1.17,56.0,,0,0,2,25.0,2,53.0,5.0,0.87,3,4,2,0,2,0,0
