competition,group_id,key_fixture,key_player,player_name,store_matched,expected_scoring_events,available_scoring_events,row_coverage,missing_scoring_events
ncr,ncr-2026-gw1,ncr-gw1,146220,Will Jordan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,245050,Max Jorgensen,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,145361,Hugo Keenan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,229505,Lucio Cinti,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,187820,Rory Darge,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,154929,Cheslin Kolbe,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,126800,Josh van der Flier,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,104346,Tevita Ikanivere,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,207343,Grant Williams,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,216173,Jamison Gibson-Park,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,105748,Jack Conan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,109816,Rory Hutchinson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,239638,Takuro Matsunaga,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,243815,Marko Gazzotti,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,179379,Ardie Savea,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,214439,Rob Valetini,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,128023,Salesi Rayasi,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,165007,Ellis Genge,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,133457,Antoine Hastoy,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,178222,Jock Campbell,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,185160,Codie Taylor,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,240621,Dylan Pietsch,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,179604,Josua Tuisova,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,235266,Joaquin Oviedo,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,245055,Elia Canakaivata,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,172351,Stuart McCloskey,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,137626,Fin Smith,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,211240,Dan Sheehan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,197335,Lorenzo Cannone,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,137453,Josh Adams,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,242264,Joseph-Aukuso Suaalii,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,238928,Warner Dearns,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,136190,Luke Jacobson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,110905,Ben-Jason Dixon,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,209612,Ben Earl,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,137153,Jasper Wiese,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,130487,Nacho Brex,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,240799,Josh Canham,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,206415,Mamoru Harada,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,169055,Jordie Barrett,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,202239,Tomas Albornoz,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,111864,Max Spring,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,142211,George Martin,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,219485,Ryan Lonergan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,229297,Ruben Love,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,188103,Pita Gus Sowakula,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,194110,Rodrigo Isgro,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,236602,Tommaso di Bartolomeo,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,229557,Tommaso Menoncello,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,141860,Ewan Ashman,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,173801,Alex Coles,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,104572,Thomas du Toit,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,156253,Paolo Garbisi,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,238629,Peter Lakai,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,132322,Killian Tixeront,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,198565,Cian Prendergast,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,119132,Aaron Wainwright,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,222388,Yoram Moefana,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,196773,Pierre Schoeman,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,210801,Scott Cummings,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,100043,Maxime Lucu,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,229303,Sam Darry,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,105949,Damian de Allende,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,133163,Tomos Williams,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,159599,Matt Fagerson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,226185,Kitione Salawa,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,119955,Rhys Carre,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,210952,Tate McDermott,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,202316,Frank Lomani,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,196669,Zander Fagerson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,113000,Jack Dempsey,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,103821,Eroni Mawi,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,182760,Mayco Vivas,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,240478,Gregor Hiddleston,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,182170,Ryan Elias,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,246851,Toms Rapetti,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,233237,Immanuel Feyi-Waboso,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,190708,Harry Wilson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,244767,Oscar Jegou,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,165591,Mateo Carreras,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,240452,Cameron Hanekom,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,244984,Agustin Moyano,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,246824,Zac Porthen,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,102468,Ethan de Groot,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,144635,Ollie Chessum,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,197546,Joe Hawkins,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,128750,Andrea Zambonin,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,152990,Temo Mayanavanua,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,222920,Gregor Brown,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,171003,Pieter-Steph du Toit,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,110910,Jesse Kriel,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,222623,Tom Curry,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,212902,Dewi Lake,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,160801,Jamie George,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,235183,Alex Mann,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,250879,Pedro Delgado,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,146815,Angus Bell,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,116876,Fletcher Newell,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,135572,Jack Cornelsen,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,246864,Isaiah Armstrong-Ravula,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,188057,Ben White,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,243190,Blair Murray,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,251359,Yuya Hirose,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,136509,Fergus Burke,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,233260,Shuhei Takeuchi,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,131550,Takato Okabe,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,237803,Kalaveti Ravouvou,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,193134,Nick Timoney,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,103703,Harry Hockings,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,189190,Maxime Lamothe,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,107059,Marco Riccioni,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,255396,Malik Faissal,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,111475,Josh Lord,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,120191,Michele Lamaro,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,225264,Ruan Nortje,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,177559,Alex Mitchell,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,140735,Naoto Saito,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,251673,Ryunosuke Ito,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,251199,Hayate Era,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,252801,Kazuma Ueda,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,185293,Len Ikitau,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,117823,Matias Alemanno,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,143950,Semi Radradra,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,127095,Santiago Grondona,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,229857,Jeremy Williams,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,203381,James Ryan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,120076,Michael Leitch,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,195298,Jamie Dobie,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,243508,Tom Jordan,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,110793,Cadan Murley,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,156422,Josh Nasser,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,202570,Tom Staniforth,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,196853,Thomas Clarkson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,229690,Jan-Hendrik Wessels,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,143492,Damian McKenzie,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,129616,Fraser McReight,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,134796,Joe Heyes,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,189982,Santiago Carreras,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,110170,Kyle Steyn,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,241794,Wallace Sititi,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,118531,Ronan Kelleher,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,143048,Allan Alaalatoa,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,226250,Isoa Nasilasila,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,189326,Marcus Smith,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,178772,Gonzalo Garcia,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,108021,Jefferson Poirot,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,151066,Xavier Numia,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,166457,Regis Montagne,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,123723,Danilo Fischetti,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,170612,Gerhard Steenekamp,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,136947,Brandon Paenga-Amosa,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,250678,Kippei Ishida,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,239229,Hugo Auradou,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,144545,Ben Carter,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,236608,Alessandro Ortombina,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,202267,Manie Libbok,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,177800,Mickael Guillard,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,208272,Niccolo Cannone,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,185466,Ox Nche,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,223413,Joe McCarthy,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,200003,Pablo Matera,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,214124,James Botham,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,215963,Guido Petti,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,113444,Tadhg Furlong,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,110319,Nicky Smith,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,113765,Peceli Yato,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,109648,Seb Atkinson,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,251438,Keijiro Tamefusa,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,241806,Faustino Sanchez Valarolo,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,164150,Darcy Graham,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,237271,Eddie James,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,113737,Jack van Poortvliet,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,171323,Jonny Gray,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,172284,Muhamed Hasa,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,190669,Kurt-Lee Arendse,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,174318,Monty Ioane,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,150038,Tyrel Lomax,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,124812,Filimoni Botitu,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,118619,Sam Costelow,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,244760,Barnabe Massa,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,151974,Billy Proctor,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
ncr,ncr-2026-gw1,ncr-gw1,240455,Dan Edwards,True,23,19,0.8260869565217391,interceptions|lineout_steals|potm|scrums_won
