fixture_id,player_id,team,player_name,date,competition_level,previous_minutes,previous_available__minutes,previous_provenance__minutes,minutes,available__minutes,provenance__minutes,reason
8290312,135696,Japan,Shinnosuke Kakinaga,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290312,140574,Japan,Tevita Tatafu,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290312,129792,Scotland,George Horne,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290312,135522,Scotland,Javan Sebastian,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290321,119496,Italy,Iliesa Ratuva,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290321,123420,Italy,Cherif Traore,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290321,124578,Italy,Hame Faiva,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290888,116778,Georgia,Mikheil Nariashvili,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290888,162582,Georgia,Giorgi Chkoidze,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290888,185550,Georgia,Luka Japaridze,2021-11-20,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,130596,Argentina,Ignacio Calles,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,117954,Ireland,Tadhg Beirne,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,148650,Ireland,Tom O'Toole,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,186096,Ireland,Dan Sheehan,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,203124,Ireland,Craig Casey,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,54846,Ireland,Keith Earls,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
8290330,56550,Ireland,Cian Healy,2021-11-21,international,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707124,130410,Chiefs,Atu Moli,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707124,134880,Chiefs,Bryn Gatland,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707133,197904,Crusaders,Tamaiti Williams,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707133,127404,Hurricanes,Jackson Garden-Bachop,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707133,134886,Hurricanes,Reed Prinsep,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707142,131148,Melbourne Rebels,Sef Fa'agase,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707142,183510,Melbourne Rebels,Thomas Nowlan,2022-02-19,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707151,166722,ACT Brumbies,Tom Ross,2022-02-20,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707205,197328,NSW Waratahs,Max Douglas,2022-02-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707223,134226,Crusaders,George Bower,2022-02-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707223,140028,Crusaders,George Bridge,2022-02-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707223,69654,Highlanders,Josh Hohneck,2022-02-25,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707232,227238,Melbourne Rebels,Young Tonumaipea,2022-02-26,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707286,140406,Moana Pasifika,Jonathan Taumateine,2022-03-04,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707286,177078,Moana Pasifika,Samiuela Moli,2022-03-04,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
4707286,54150,Moana Pasifika,Christian Lealiifano,2022-03-04,club,0,True,event_log,,False,unobserved_entry_time,Positive observed on-field activity; no recorded substitute entry time
